Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
164,多頭進場,2024-12-06 12:25,ENTRY|RD=-0.2118|VR=2.0197|S1=0.1315|S3=-0.2135|E5=-0.1279|E15=-0.2299|T5=-0.2591|T15=-0.0156|RV10=0.0562|MSO=200|MTC=70|SID=4|SCT=2|HP=0,48.8,1,48.8,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
165,多頭出場,2024-12-06 13:00,EXIT_TIME|XRD=-0.3233|BH=2,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
165,多頭進場,2024-12-06 12:50,ENTRY|RD=-0.3397|VR=4.6559|S1=-0.1061|S3=-0.0977|E5=0.205|E15=0.205|T5=0.3112|T15=0.3027|RV10=0.0887|MSO=225|MTC=45|SID=5|SCT=3|HP=1,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
166,多頭出場,2024-12-11 12:40,EXIT_REVERSION|XRD=0.0836|BH=1,48.2,1,48.2,0,0.00,0,0.00,0,0.00,1.45,0.00
166,多頭進場,2024-12-11 12:35,ENTRY|RD=-0.2138|VR=2.0564|S1=-0.3152|S3=-0.2445|E5=-0.0259|E15=-0.2845|T5=0.2899|T15=-0.0404|RV10=0.0488|MSO=210|MTC=60|SID=4|SCT=1|HP=0,48.2,1,48.2,0,0.00,0,0.00,0,0.00,1.45,0.00
167,多頭出場,2024-12-23 09:45,EXIT_REVERSION|XRD=0.0319|BH=2,49,1,48.95,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
167,多頭進場,2024-12-23 09:35,ENTRY|RD=-0.3405|VR=2.0486|S1=-0.2777|S3=-0.1796|E5=0.3331|E15=0.4618|T5=0.6096|T15=0.6401|RV10=0.2999|MSO=30|MTC=240|SID=2|SCT=1|HP=0,48.95,1,48.95,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
168,多頭出場,2024-12-23 10:05,EXIT_REVERSION|XRD=-0.0311|BH=1,49.15,1,49.15,0,0.00,0.05,0.10,-0.05,-0.10,1.5,0.00
168,多頭進場,2024-12-23 10:00,ENTRY|RD=-0.2406|VR=1.9448|S1=-0.0992|S3=-0.2724|E5=0.1783|E15=0.3061|T5=0.2764|T15=0.5768|RV10=0.1274|MSO=55|MTC=215|SID=3|SCT=2|HP=1,49.15,1,49.15,0,0.00,0.05,0.10,-0.05,-0.10,1.5,0.00
169,多頭出場,2024-12-26 12:15,EXIT_REVERSION|XRD=-0.0257|BH=2,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.5,0.00
169,多頭進場,2024-12-26 12:05,ENTRY|RD=-0.2887|VR=1.6351|S1=-0.2795|S3=-0.2911|E5=0.0252|E15=0.0252|T5=0.3047|T15=0.3164|RV10=0.0197|MSO=180|MTC=90|SID=4|SCT=1|HP=0,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.5,0.00
170,多頭出場,2024-12-27 10:20,EXIT_REVERSION|XRD=-0.0092|BH=1,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.5,0.00
170,多頭進場,2024-12-27 10:15,ENTRY|RD=-0.2909|VR=3.6694|S1=-0.4175|S3=-0.5094|E5=0.1515|E15=0.0505|T5=0.5691|T15=0.5598|RV10=0.0848|MSO=70|MTC=200|SID=4|SCT=1|HP=0,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.5,0.00
171,多頭出場,2024-12-27 10:35,EXIT_TIME|XRD=-0.2511|BH=2,49.6,1,49.55,0.05,0.10,0.1,0.20,0,0.00,1.55,0.00
171,多頭進場,2024-12-27 10:25,ENTRY|RD=-0.3322|VR=2.0744|S1=-0.323|S3=-0.4588|E5=-0.0504|E15=0.101|T5=0.2715|T15=0.5598|RV10=0.0852|MSO=80|MTC=190|SID=4|SCT=2|HP=0,49.55,1,49.55,0.05,0.10,0.1,0.20,0,0.00,1.55,0.00
172,多頭出場,2024-12-30 10:35,EXIT_REVERSION|XRD=0.0306|BH=1,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.55,0.00
172,多頭進場,2024-12-30 10:30,ENTRY|RD=-0.2335|VR=2.1238|S1=-0.0092|S3=-0.2452|E5=0|E15=0.0252|T5=0.0091|T15=0.2697|RV10=0.054|MSO=85|MTC=185|SID=4|SCT=1|HP=0,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.55,0.00
173,多頭出場,2024-12-30 11:00,EXIT_REVERSION|XRD=-0.0007|BH=2,49.6,1,49.6,0,0.00,0,0.00,-0.05,-0.10,1.55,0.00
173,多頭進場,2024-12-30 10:50,ENTRY|RD=-0.3009|VR=2.1188|S1=-0.0721|S3=-0.3315|E5=-0.1008|E15=-0.0756|T5=-0.0289|T15=0.2549|RV10=0.0609|MSO=105|MTC=165|SID=4|SCT=2|HP=0,49.6,1,49.6,0,0.00,0,0.00,-0.05,-0.10,1.55,0.00
174,多頭出場,2024-12-30 12:30,EXIT_TIME|XRD=-0.2706|BH=2,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.55,0.00
174,多頭進場,2024-12-30 12:20,ENTRY|RD=-0.3003|VR=5.4145|S1=-0.3465|S3=-0.3748|E5=-0.126|E15=-0.1512|T5=0.2195|T15=0.2226|RV10=0.0481|MSO=195|MTC=75|SID=4|SCT=3|HP=0,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.55,0.00
175,多頭出場,2025-01-02 09:20,EXIT_REVERSION|XRD=0.0142|BH=2,48.85,1,48.9,-0.05,-0.10,0,0.00,-0.05,-0.10,1.5,0.00
175,多頭進場,2025-01-02 09:10,ENTRY|RD=-0.2215|VR=3.092|S1=-0.2215|S3=-0.5252|E5=0.128|E15=-0.6352|T5=0.3495|T15=-0.3597|RV10=0.2562|MSO=5|MTC=265|SID=2|SCT=1|HP=0,48.9,1,48.9,-0.05,-0.10,0,0.00,-0.05,-0.10,1.5,0.00
176,多頭出場,2025-01-15 09:20,EXIT_TIME|XRD=-0.4048|BH=2,48.6,1,48.75,-0.15,-0.31,0.05,0.10,-0.2,-0.41,1.35,0.00
176,多頭進場,2025-01-15 09:10,ENTRY|RD=-0.3665|VR=1.9408|S1=-0.3665|S3=-0.191|E5=0|E15=-0.2047|T5=0.3665|T15=-0.2027|RV10=0.0894|MSO=5|MTC=265|SID=2|SCT=1|HP=0,48.75,1,48.75,-0.15,-0.31,0.05,0.10,-0.2,-0.41,1.35,0.00
177,多頭出場,2025-01-15 09:50,EXIT_TIME|XRD=-0.3436|BH=2,48.65,1,48.6,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
177,多頭進場,2025-01-15 09:40,ENTRY|RD=-0.3735|VR=4.0733|S1=-0.3418|S3=-0.3703|E5=0|E15=-0.0514|T5=0.3429|T15=0.32|RV10=0.1169|MSO=35|MTC=235|SID=2|SCT=2|HP=0,48.6,1,48.6,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
178,多頭出場,2025-01-22 09:45,EXIT_REVERSION|XRD=0.1064|BH=2,50.25,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
178,多頭進場,2025-01-22 09:35,ENTRY|RD=-0.209|VR=3.9135|S1=0.0652|S3=0.0959|E5=0.0997|E15=0.0997|T5=0.0344|T15=0.0037|RV10=0.3214|MSO=30|MTC=240|SID=2|SCT=1|HP=0,50.2,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
179,多頭出場,2025-01-22 12:35,EXIT_REVERSION|XRD=0.102|BH=1,50.25,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
179,多頭進場,2025-01-22 12:30,ENTRY|RD=-0.2451|VR=1.6198|S1=-0.0017|S3=-0.3251|E5=0|E15=-0.0995|T5=0.0017|T15=0.2254|RV10=0.0278|MSO=205|MTC=65|SID=4|SCT=2|HP=0,50.2,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
180,多頭出場,2025-02-03 09:15,EXIT_REVERSION|XRD=-0.0473|BH=1,48.2,1,47.8,0.4,0.84,0.45,0.94,-0.05,-0.10,1.9,0.00
180,多頭進場,2025-02-03 09:10,ENTRY|RD=-0.4532|VR=9.4312|S1=-0.4532|S3=-0.3613|E5=0.0523|E15=-5.0186|T5=0.5055|T15=-5.3247|RV10=1.5348|MSO=5|MTC=265|SID=2|SCT=1|HP=0,47.8,1,47.8,0.4,0.84,0.45,0.94,-0.05,-0.10,1.9,0.00
181,多頭出場,2025-02-03 09:35,EXIT_TIME|XRD=-0.149|BH=2,48.1,1,48.2,-0.1,-0.21,0,0.00,-0.15,-0.31,1.8,0.00
181,多頭進場,2025-02-03 09:25,ENTRY|RD=-0.4281|VR=1.7512|S1=-0.3212|S3=0.0251|E5=0|E15=0.8109|T5=0.3181|T15=0.7823|RV10=1.5839|MSO=20|MTC=250|SID=2|SCT=2|HP=0,48.2,1,48.2,-0.1,-0.21,0,0.00,-0.15,-0.31,1.8,0.00
182,多頭出場,2025-02-03 12:30,EXIT_TIME|XRD=-0.2639|BH=2,48.05,1,48.05,0,0.00,0,0.00,0,0.00,1.8,0.00
182,多頭進場,2025-02-03 12:20,ENTRY|RD=-0.2596|VR=1.5008|S1=-0.0258|S3=-0.387|E5=0.0521|E15=-0.026|T5=0.0776|T15=0.359|RV10=0.0683|MSO=195|MTC=75|SID=4|SCT=3|HP=0,48.05,1,48.05,0,0.00,0,0.00,0,0.00,1.8,0.00
183,多頭出場,2025-02-03 12:55,EXIT_TIME|XRD=-0.1998|BH=2,47.95,1,47.95,0,0.00,0.05,0.10,0,0.00,1.8,0.00
183,多頭進場,2025-02-03 12:45,ENTRY|RD=-0.39|VR=1.771|S1=-0.3261|S3=-0.126|E5=-0.0261|E15=-0.1821|T5=0.2984|T15=-0.0567|RV10=0.05|MSO=220|MTC=50|SID=4|SCT=4|HP=0,47.95,1,47.95,0,0.00,0.05,0.10,0,0.00,1.8,0.00
184,多頭出場,2025-02-03 13:05,EXIT_STOP|XRD=-0.5378|BH=1,47.9,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.75,0.00
184,多頭進場,2025-02-03 13:00,ENTRY|RD=-0.2282|VR=1.504|S1=-0.0283|S3=0.1618|E5=-0.0261|E15=-0.0521|T5=0.0021|T15=-0.2124|RV10=0.039|MSO=235|MTC=35|SID=5|SCT=5|HP=1,47.95,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.75,0.00
185,多頭出場,2025-02-12 09:40,EXIT_REVERSION|XRD=0.0303|BH=2,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.75,0.00
185,多頭進場,2025-02-12 09:30,ENTRY|RD=-0.2929|VR=1.5656|S1=-0.0923|S3=-0.1614|E5=-0.126|E15=-0.2518|T5=-0.0336|T15=-0.0904|RV10=0.1535|MSO=25|MTC=245|SID=2|SCT=1|HP=0,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.75,0.00
186,多頭出場,2025-02-12 11:05,EXIT_REVERSION|XRD=0.0771|BH=2,49.4,1,49.35,0.05,0.10,0.05,0.10,0,0.00,1.8,0.00
186,多頭進場,2025-02-12 10:55,ENTRY|RD=-0.2286|VR=1.7301|S1=-0.3728|S3=-0.2527|E5=-0.1012|E15=-0.0759|T5=0.2734|T15=0.1778|RV10=0.052|MSO=110|MTC=160|SID=4|SCT=2|HP=0,49.35,1,49.35,0.05,0.10,0.05,0.10,0,0.00,1.8,0.00
187,多頭出場,2025-02-14 12:50,EXIT_REVERSION|XRD=0.0826|BH=1,48.45,1,48.4,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
187,多頭進場,2025-02-14 12:45,ENTRY|RD=-0.3103|VR=2.4526|S1=-0.0468|S3=-0.3986|E5=-0.0516|E15=-0.0774|T5=-0.0046|T15=0.3237|RV10=0.0447|MSO=220|MTC=50|SID=4|SCT=1|HP=0,48.4,1,48.4,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
188,多頭出場,2025-02-20 12:15,EXIT_TIME|XRD=-0.325|BH=2,49.05,1,49.1,-0.05,-0.10,0.05,0.10,-0.1,-0.20,1.8,0.00
188,多頭進場,2025-02-20 12:05,ENTRY|RD=-0.2378|VR=1.7306|S1=-0.0728|S3=0.008|E5=-0.0763|E15=-0.0509|T5=-0.0036|T15=-0.0588|RV10=0.0567|MSO=180|MTC=90|SID=4|SCT=1|HP=0,49.1,1,49.1,-0.05,-0.10,0.05,0.10,-0.1,-0.20,1.8,0.00
189,多頭出場,2025-02-20 12:40,EXIT_TIME|XRD=-0.177|BH=2,49.15,1,49.1,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
189,多頭進場,2025-02-20 12:30,ENTRY|RD=-0.2866|VR=1.6763|S1=-0.2615|S3=0.0384|E5=0.0255|E15=0.051|T5=0.2868|T15=0.0125|RV10=0.0499|MSO=205|MTC=65|SID=4|SCT=2|HP=0,49.1,1,49.1,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
190,多頭出場,2025-02-21 10:30,EXIT_REVERSION|XRD=-0.0583|BH=2,49.35,1,49.35,0,0.00,0,0.00,0,0.00,1.85,0.00
190,多頭進場,2025-02-21 10:20,ENTRY|RD=-0.2583|VR=1.9061|S1=-0.1841|S3=-0.0419|E5=0.1268|E15=0.3303|T5=0.3095|T15=0.3712|RV10=0.1268|MSO=75|MTC=195|SID=4|SCT=1|HP=0,49.35,1,49.35,0,0.00,0,0.00,0,0.00,1.85,0.00
191,多頭出場,2025-02-25 09:30,EXIT_TIME|XRD=-0.1972|BH=2,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,1.85,0.00
191,多頭進場,2025-02-25 09:20,ENTRY|RD=-0.2385|VR=2.4887|S1=-0.3048|S3=-0.2385|E5=-0.0259|E15=-0.336|T5=0.28|T15=-0.0975|RV10=0.4177|MSO=15|MTC=255|SID=2|SCT=1|HP=0,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,1.85,0.00
192,多頭出場,2025-03-04 09:25,EXIT_REVERSION|XRD=0.0741|BH=2,46.4,1,46.35,0.05,0.11,0.05,0.11,-0.05,-0.11,1.9,0.00
192,多頭進場,2025-03-04 09:15,ENTRY|RD=-0.2554|VR=1.5681|S1=-0.1621|S3=-0.2279|E5=0.108|E15=-1.3571|T5=0.2698|T15=-1.1569|RV10=0.463|MSO=10|MTC=260|SID=2|SCT=1|HP=0,46.35,1,46.35,0.05,0.11,0.05,0.11,-0.05,-0.11,1.9,0.00
193,多頭出場,2025-03-21 09:20,EXIT_TIME|XRD=-0.1293|BH=2,45.95,1,45.9,0.05,0.11,0.1,0.22,0,0.00,1.95,0.00
193,多頭進場,2025-03-21 09:10,ENTRY|RD=-0.2112|VR=1.5779|S1=-0.2112|S3=-0.2801|E5=0.0545|E15=-0.2444|T5=0.2657|T15=0.0231|RV10=0.1191|MSO=5|MTC=265|SID=2|SCT=1|HP=0,45.9,1,45.9,0.05,0.11,0.1,0.22,0,0.00,1.95,0.00
194,多頭出場,2025-04-08 09:25,EXIT_STOP|XRD=-0.6932|BH=2,39,1,38.35,0.65,1.69,0.65,1.69,-0.05,-0.13,2.6,0.00
194,多頭進場,2025-04-08 09:15,ENTRY|RD=-0.4626|VR=3.9442|S1=-0.5809|S3=-0.4817|E5=-0.4544|E15=-3.1881|T5=0.126|T15=-3.8047|RV10=0.8523|MSO=10|MTC=260|SID=2|SCT=1|HP=0,38.35,1,38.35,0.65,1.69,0.65,1.69,-0.05,-0.13,2.6,0.00
195,多頭出場,2025-04-08 09:35,EXIT_STOP|XRD=-0.5302|BH=1,38.85,1,39.1,-0.25,-0.64,0.05,0.13,-0.3,-0.77,2.35,0.00
195,多頭進場,2025-04-08 09:30,ENTRY|RD=-0.5219|VR=2.1713|S1=0.1712|S3=-0.0593|E5=0.1282|E15=1.8585|T5=-0.0404|T15=1.9092|RV10=1.0165|MSO=25|MTC=245|SID=2|SCT=2|HP=0,39.1,1,39.1,-0.25,-0.64,0.05,0.13,-0.3,-0.77,2.35,0.00
196,多頭出場,2025-04-08 09:45,EXIT_STOP|XRD=-0.6463|BH=1,38.75,1,39.05,-0.3,-0.77,0.1,0.26,-0.35,-0.90,2.05,0.00
196,多頭進場,2025-04-08 09:40,ENTRY|RD=-0.5269|VR=1.9109|S1=0.0033|S3=0.1663|E5=0.547|E15=0.1603|T5=0.5408|T15=-0.0038|RV10=1.0442|MSO=35|MTC=235|SID=2|SCT=3|HP=0,39.05,1,39.05,-0.3,-0.77,0.1,0.26,-0.35,-0.90,2.05,0.00
197,多頭出場,2025-04-08 11:35,EXIT_STOP|XRD=-0.7212|BH=1,38,1,37.9,0.1,0.26,0.15,0.40,-0.05,-0.13,2.15,0.00
197,多頭進場,2025-04-08 11:30,ENTRY|RD=-0.9594|VR=1.8993|S1=-0.0142|S3=0.0221|E5=0.3979|E15=0.3979|T5=0.4084|T15=0.3716|RV10=0.2397|MSO=145|MTC=125|SID=4|SCT=4|HP=0,37.9,1,37.9,0.1,0.26,0.15,0.40,-0.05,-0.13,2.15,0.00
198,多頭出場,2025-04-09 09:20,EXIT_TIME|XRD=-0.2257|BH=2,38.15,1,38.15,0,0.00,0.4,1.05,0,0.00,2.15,0.00
198,多頭進場,2025-04-09 09:10,ENTRY|RD=-0.2128|VR=2.2391|S1=-0.2128|S3=0.8425|E5=-0.0327|E15=-0.2288|T5=0.1801|T15=-0.6889|RV10=0.2754|MSO=5|MTC=265|SID=2|SCT=1|HP=0,38.15,1,38.15,0,0.00,0.4,1.05,0,0.00,2.15,0.00
199,多頭出場,2025-04-09 11:40,EXIT_TIME|XRD=-0.1411|BH=2,37.1,1,37.1,0,0.00,0.2,0.54,-0.05,-0.13,2.15,0.00
199,多頭進場,2025-04-09 11:30,ENTRY|RD=-0.3146|VR=2.0506|S1=0.1073|S3=-0.1186|E5=0.1687|E15=-0.3358|T5=0.0579|T15=-0.2138|RV10=0.2433|MSO=145|MTC=125|SID=4|SCT=2|HP=0,37.1,1,37.1,0,0.00,0.2,0.54,-0.05,-0.13,2.15,0.00
200,多頭出場,2025-04-11 09:40,EXIT_TIME|XRD=-0.4084|BH=2,40,1,39.85,0.15,0.38,0.15,0.38,-0.25,-0.63,2.3,0.00
200,多頭進場,2025-04-11 09:30,ENTRY|RD=-0.2542|VR=1.831|S1=-0.259|S3=-0.1501|E5=0.0628|E15=0.8858|T5=0.3174|T15=1.0335|RV10=0.8631|MSO=25|MTC=245|SID=2|SCT=1|HP=0,39.85,1,39.85,0.15,0.38,0.15,0.38,-0.25,-0.63,2.3,0.00
201,多頭出場,2025-04-11 10:00,EXIT_TIME|XRD=-0.312|BH=2,40.15,1,39.9,0.25,0.63,0.3,0.75,0,0.00,2.55,0.00
201,多頭進場,2025-04-11 09:50,ENTRY|RD=-0.3959|VR=1.8446|S1=-0.0804|S3=0.0126|E5=-0.5915|E15=0.6303|T5=-0.5115|T15=0.6153|RV10=0.9438|MSO=45|MTC=225|SID=3|SCT=2|HP=1,39.9,1,39.9,0.25,0.63,0.3,0.75,0,0.00,2.55,0.00
202,多頭出場,2025-04-11 12:15,EXIT_TIME|XRD=-0.2452|BH=2,40.65,1,40.6,0.05,0.12,0.1,0.25,-0.05,-0.12,2.6,0.00
202,多頭進場,2025-04-11 12:05,ENTRY|RD=-0.3355|VR=1.5292|S1=-0.0081|S3=-0.0131|E5=-0.2766|E15=-0.0616|T5=-0.2679|T15=-0.0488|RV10=0.1687|MSO=180|MTC=90|SID=4|SCT=3|HP=0,40.6,1,40.6,0.05,0.12,0.1,0.25,-0.05,-0.12,2.6,0.00
203,多頭出場,2025-04-14 09:35,EXIT_REVERSION|XRD=-0.0131|BH=2,41.5,1,41.4,0.1,0.24,0.2,0.48,-0.1,-0.24,2.7,0.00
203,多頭進場,2025-04-14 09:25,ENTRY|RD=-0.3156|VR=1.6821|S1=-0.1264|S3=-0.274|E5=-0.3912|E15=-1.576|T5=-0.2629|T15=-1.3016|RV10=0.7851|MSO=20|MTC=250|SID=2|SCT=1|HP=0,41.4,1,41.4,0.1,0.24,0.2,0.48,-0.1,-0.24,2.7,0.00
204,多頭出場,2025-04-16 13:00,EXIT_TIME|XRD=-0.1995|BH=2,40.45,1,40.5,-0.05,-0.12,0,0.00,-0.1,-0.25,2.65,0.00
204,多頭進場,2025-04-16 12:50,ENTRY|RD=-0.2809|VR=2.1323|S1=-0.0815|S3=-0.1569|E5=0|E15=0|T5=0.0821|T15=0.158|RV10=0.0781|MSO=225|MTC=45|SID=5|SCT=1|HP=1,40.5,1,40.5,-0.05,-0.12,0,0.00,-0.1,-0.25,2.65,0.00
205,多頭出場,2025-04-17 12:30,EXIT_REVERSION|XRD=-0.0751|BH=1,40.2,1,40.2,0,0.00,0,0.00,-0.05,-0.12,2.65,0.00
205,多頭進場,2025-04-17 12:25,ENTRY|RD=-0.203|VR=1.5965|S1=-0.0442|S3=-0.0533|E5=0.0934|E15=0.0934|T5=0.1374|T15=0.1465|RV10=0.0623|MSO=200|MTC=70|SID=4|SCT=1|HP=0,40.2,1,40.2,0,0.00,0,0.00,-0.05,-0.12,2.65,0.00
206,多頭出場,2025-05-27 09:25,EXIT_TIME|XRD=-0.1501|BH=2,44.95,1,44.9,0.05,0.11,0.05,0.11,0,0.00,2.7,0.00
206,多頭進場,2025-05-27 09:15,ENTRY|RD=-0.2223|VR=1.8339|S1=-0.0364|S3=-0.4065|E5=-0.0835|E15=-0.5814|T5=-0.047|T15=-0.543|RV10=0.1444|MSO=10|MTC=260|SID=2|SCT=1|HP=0,44.9,1,44.9,0.05,0.11,0.05,0.11,0,0.00,2.7,0.00
207,多頭出場,2025-05-27 10:05,EXIT_TIME|XRD=-0.2477|BH=2,44.75,1,44.85,-0.1,-0.22,0,0.00,-0.1,-0.22,2.6,0.00
207,多頭進場,2025-05-27 09:55,ENTRY|RD=-0.2289|VR=2.9619|S1=-0.0471|S3=-0.1176|E5=-0.1669|E15=-0.3056|T5=-0.1196|T15=-0.188|RV10=0.0842|MSO=50|MTC=220|SID=3|SCT=2|HP=1,44.85,1,44.85,-0.1,-0.22,0,0.00,-0.1,-0.22,2.6,0.00
208,多頭出場,2025-05-27 10:30,EXIT_TIME|XRD=-0.425|BH=2,44.65,1,44.7,-0.05,-0.11,0,0.00,-0.05,-0.11,2.55,0.00
208,多頭進場,2025-05-27 10:20,ENTRY|RD=-0.3301|VR=2.258|S1=-0.0776|S3=-0.0824|E5=-0.0838|E15=-0.0838|T5=-0.0058|T15=-0.001|RV10=0.0718|MSO=75|MTC=195|SID=4|SCT=3|HP=0,44.7,1,44.7,-0.05,-0.11,0,0.00,-0.05,-0.11,2.55,0.00
209,多頭出場,2025-05-27 11:20,EXIT_TIME|XRD=-0.3999|BH=2,44.6,1,44.65,-0.05,-0.11,0,0.00,-0.1,-0.22,2.5,0.00
209,多頭進場,2025-05-27 11:10,ENTRY|RD=-0.4117|VR=3.3838|S1=-0.1016|S3=-0.0374|E5=-0.1399|E15=-0.1957|T5=-0.0375|T15=-0.1576|RV10=0.0676|MSO=125|MTC=145|SID=4|SCT=4|HP=0,44.65,1,44.65,-0.05,-0.11,0,0.00,-0.1,-0.22,2.5,0.00
210,多頭出場,2025-05-27 13:10,EXIT_TIME|XRD=-0.4605|BH=2,44.55,1,44.6,-0.05,-0.11,0,0.00,-0.05,-0.11,2.45,0.00
210,多頭進場,2025-05-27 13:00,ENTRY|RD=-0.3975|VR=1.6393|S1=-0.0364|S3=-0.04|E5=0.1123|E15=0.0561|T5=0.1485|T15=0.0961|RV10=0.0483|MSO=235|MTC=35|SID=5|SCT=5|HP=1,44.6,1,44.6,-0.05,-0.11,0,0.00,-0.05,-0.11,2.45,0.00
211,多頭出場,2025-05-28 11:45,EXIT_TIME|XRD=-0.189|BH=2,44.75,1,44.75,0,0.00,0.05,0.11,-0.05,-0.11,2.45,0.00
211,多頭進場,2025-05-28 11:35,ENTRY|RD=-0.2181|VR=2.8154|S1=-0.094|S3=-0.1731|E5=-0.1673|E15=-0.3894|T5=-0.0722|T15=-0.2149|RV10=0.1035|MSO=150|MTC=120|SID=4|SCT=1|HP=0,44.75,1,44.75,0,0.00,0.05,0.11,-0.05,-0.11,2.45,0.00
212,多頭出場,2025-05-28 12:00,EXIT_TIME|XRD=-0.231|BH=2,44.7,1,44.7,0,0.00,0.05,0.11,0,0.00,2.45,0.00
212,多頭進場,2025-05-28 11:50,ENTRY|RD=-0.3097|VR=1.9012|S1=-0.1206|S3=-0.0916|E5=0|E15=-0.1117|T5=0.122|T15=-0.019|RV10=0.0955|MSO=165|MTC=105|SID=4|SCT=2|HP=0,44.7,1,44.7,0,0.00,0.05,0.11,0,0.00,2.45,0.00
213,多頭出場,2025-05-28 12:20,EXIT_TIME|XRD=-0.2172|BH=2,44.7,1,44.75,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
213,多頭進場,2025-05-28 12:10,ENTRY|RD=-0.286|VR=1.9784|S1=0.0658|S3=-0.1029|E5=0.0559|E15=0.0559|T5=-0.0107|T15=0.1599|RV10=0.076|MSO=185|MTC=85|SID=4|SCT=3|HP=0,44.75,1,44.75,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
214,多頭出場,2025-05-28 12:50,EXIT_TIME|XRD=-0.3683|BH=2,44.65,1,44.65,0,0.00,0.05,0.11,-0.05,-0.11,2.4,0.00
214,多頭進場,2025-05-28 12:40,ENTRY|RD=-0.2531|VR=2.5556|S1=-0.0492|S3=-0.0443|E5=-0.084|E15=-0.1399|T5=-0.034|T15=-0.0948|RV10=0.0392|MSO=215|MTC=55|SID=4|SCT=4|HP=0,44.65,1,44.65,0,0.00,0.05,0.11,-0.05,-0.11,2.4,0.00
215,多頭出場,2025-05-29 11:35,EXIT_TIME|XRD=-0.1396|BH=2,45.05,1,45,0.05,0.11,0.05,0.11,0,0.00,2.45,0.00
215,多頭進場,2025-05-29 11:25,ENTRY|RD=-0.2465|VR=1.5185|S1=0.0385|S3=0.017|E5=0.0834|E15=0.1391|T5=0.0446|T15=0.1217|RV10=0.0661|MSO=140|MTC=130|SID=4|SCT=1|HP=0,45,1,45,0.05,0.11,0.05,0.11,0,0.00,2.45,0.00
216,多頭出場,2025-05-29 12:15,EXIT_TIME|XRD=-0.1475|BH=2,44.9,1,44.95,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
216,多頭進場,2025-05-29 12:05,ENTRY|RD=-0.2383|VR=1.6306|S1=0.0219|S3=0.0097|E5=-0.0278|E15=-0.0278|T5=-0.0497|T15=-0.0375|RV10=0.0558|MSO=180|MTC=90|SID=4|SCT=2|HP=0,44.95,1,44.95,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
217,多頭出場,2025-05-29 12:40,EXIT_TIME|XRD=-0.1274|BH=2,44.9,1,44.9,0,0.00,0,0.00,0,0.00,2.4,0.00
217,多頭進場,2025-05-29 12:30,ENTRY|RD=-0.203|VR=1.7848|S1=-0.0554|S3=-0.0555|E5=-0.0557|E15=-0.0835|T5=0.0001|T15=-0.0276|RV10=0.0361|MSO=205|MTC=65|SID=4|SCT=3|HP=0,44.9,1,44.9,0,0.00,0,0.00,0,0.00,2.4,0.00
218,多頭出場,2025-06-23 09:40,EXIT_TIME|XRD=-0.3443|BH=2,46.3,1,46.35,-0.05,-0.11,0.05,0.11,-0.05,-0.11,2.35,0.00
