Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
296,多頭出場,2026-01-14 12:20,Close entry(s) order Long 0050,70.85,1,70.8,0.05,0.07,0.05,0.07,0,0.00,3.15,0.00
296,多頭進場,2026-01-14 12:10,Long 0050,70.8,1,70.8,0.05,0.07,0.05,0.07,0,0.00,3.15,0.00
297,多頭出場,2026-01-15 09:20,Close entry(s) order Long 0050,70.4,1,70.4,0,0.00,0.1,0.14,-0.05,-0.07,3.15,0.00
297,多頭進場,2026-01-15 09:10,Long 0050,70.4,1,70.4,0,0.00,0.1,0.14,-0.05,-0.07,3.15,0.00
298,多頭出場,2026-01-15 10:40,Close entry(s) order Long 0050,70.3,1,70.25,0.05,0.07,0.05,0.07,-0.05,-0.07,3.2,0.00
298,多頭進場,2026-01-15 10:30,Long 0050,70.25,1,70.25,0.05,0.07,0.05,0.07,-0.05,-0.07,3.2,0.00
299,多頭出場,2026-01-16 09:15,Close entry(s) order Long 0050,71.4,1,71.35,0.05,0.07,0.1,0.14,-0.05,-0.07,3.25,0.00
299,多頭進場,2026-01-16 09:10,Long 0050,71.35,1,71.35,0.05,0.07,0.1,0.14,-0.05,-0.07,3.25,0.00
300,多頭出場,2026-01-16 12:35,Close entry(s) order Long 0050,72,1,72,0,0.00,0.05,0.07,-0.05,-0.07,3.25,0.00
300,多頭進場,2026-01-16 12:25,Long 0050,72,1,72,0,0.00,0.05,0.07,-0.05,-0.07,3.25,0.00
301,多頭出場,2026-01-16 13:10,Close entry(s) order Long 0050,72.1,1,72,0.1,0.14,0.1,0.14,0,0.00,3.35,0.00
301,多頭進場,2026-01-16 13:00,Long 0050,72,1,72,0.1,0.14,0.1,0.14,0,0.00,3.35,0.00
302,多頭出場,2026-01-19 12:40,Close entry(s) order Long 0050,72.6,1,72.5,0.1,0.14,0.15,0.21,-0.05,-0.07,3.45,0.00
302,多頭進場,2026-01-19 12:35,Long 0050,72.5,1,72.5,0.1,0.14,0.15,0.21,-0.05,-0.07,3.45,0.00
303,多頭出場,2026-01-21 09:20,Close entry(s) order Long 0050,72.2,1,72,0.2,0.28,0.2,0.28,0,0.00,3.65,0.00
303,多頭進場,2026-01-21 09:15,Long 0050,72,1,72,0.2,0.28,0.2,0.28,0,0.00,3.65,0.00
304,多頭出場,2026-01-21 10:45,Close entry(s) order Long 0050,72.05,1,72,0.05,0.07,0.05,0.07,-0.1,-0.14,3.7,0.00
304,多頭進場,2026-01-21 10:35,Long 0050,72,1,72,0.05,0.07,0.05,0.07,-0.1,-0.14,3.7,0.00
305,多頭出場,2026-01-27 09:55,Close entry(s) order Long 0050,72.7,1,72.55,0.15,0.21,0.15,0.21,0,0.00,3.85,0.00
305,多頭進場,2026-01-27 09:45,Long 0050,72.55,1,72.55,0.15,0.21,0.15,0.21,0,0.00,3.85,0.00
306,多頭出場,2026-01-27 11:40,Close entry(s) order Long 0050,73.1,1,73.05,0.05,0.07,0.1,0.14,0,0.00,3.9,0.00
306,多頭進場,2026-01-27 11:35,Long 0050,73.05,1,73.05,0.05,0.07,0.1,0.14,0,0.00,3.9,0.00
307,多頭出場,2026-02-02 09:25,Close entry(s) order Long 0050,71.4,1,71.25,0.15,0.21,0.15,0.21,-0.05,-0.07,4.05,0.00
307,多頭進場,2026-02-02 09:15,Long 0050,71.25,1,71.25,0.15,0.21,0.15,0.21,-0.05,-0.07,4.05,0.00
308,多頭出場,2026-02-02 09:40,Close entry(s) order Long 0050,71.4,1,71.3,0.1,0.14,0.1,0.14,-0.05,-0.07,4.15,0.00
308,多頭進場,2026-02-02 09:35,Long 0050,71.3,1,71.3,0.1,0.14,0.1,0.14,-0.05,-0.07,4.15,0.00
309,多頭出場,2026-02-02 09:55,Close entry(s) order Long 0050,71.05,1,71.05,0,0.00,0.1,0.14,-0.05,-0.07,4.15,0.00
309,多頭進場,2026-02-02 09:50,Long 0050,71.05,1,71.05,0,0.00,0.1,0.14,-0.05,-0.07,4.15,0.00
310,多頭出場,2026-02-06 09:20,Close entry(s) order Long 0050,70.9,1,70.95,-0.05,-0.07,0.15,0.21,-0.1,-0.14,4.1,0.00
310,多頭進場,2026-02-06 09:10,Long 0050,70.95,1,70.95,-0.05,-0.07,0.15,0.21,-0.1,-0.14,4.1,0.00
311,多頭出場,2026-02-06 13:05,Close entry(s) order Long 0050,71.85,1,71.85,0,0.00,0.05,0.07,-0.1,-0.14,4.1,0.00
311,多頭進場,2026-02-06 12:55,Long 0050,71.85,1,71.85,0,0.00,0.05,0.07,-0.1,-0.14,4.1,0.00
312,多頭出場,2026-02-09 09:20,Close entry(s) order Long 0050,73.85,1,73.8,0.05,0.07,0.05,0.07,0,0.00,4.15,0.00
312,多頭進場,2026-02-09 09:15,Long 0050,73.8,1,73.8,0.05,0.07,0.05,0.07,0,0.00,4.15,0.00
313,多頭出場,2026-02-09 09:35,Close entry(s) order Long 0050,73.9,1,73.95,-0.05,-0.07,0,0.00,-0.15,-0.20,4.1,0.00
313,多頭進場,2026-02-09 09:25,Long 0050,73.95,1,73.95,-0.05,-0.07,0,0.00,-0.15,-0.20,4.1,0.00
314,多頭出場,2026-02-09 10:15,Close entry(s) order Long 0050,74.1,1,74.1,0,0.00,0,0.00,-0.05,-0.07,4.1,0.00
314,多頭進場,2026-02-09 10:05,Long 0050,74.1,1,74.1,0,0.00,0,0.00,-0.05,-0.07,4.1,0.00
315,多頭出場,2026-02-11 09:40,Close entry(s) order Long 0050,76.5,1,76.45,0.05,0.07,0.05,0.07,-0.05,-0.07,4.15,0.00
315,多頭進場,2026-02-11 09:35,Long 0050,76.45,1,76.45,0.05,0.07,0.05,0.07,-0.05,-0.07,4.15,0.00
316,多頭出場,2026-02-24 09:50,Close entry(s) order Long 0050,78.5,1,78.5,0,0.00,0,0.00,-0.05,-0.06,4.15,0.00
316,多頭進場,2026-02-24 09:45,Long 0050,78.5,1,78.5,0,0.00,0,0.00,-0.05,-0.06,4.15,0.00
317,多頭出場,2026-03-02 09:45,Close entry(s) order Long 0050,80.45,1,80.7,-0.25,-0.31,0.1,0.12,-0.25,-0.31,3.9,0.00
317,多頭進場,2026-03-02 09:35,Long 0050,80.7,1,80.7,-0.25,-0.31,0.1,0.12,-0.25,-0.31,3.9,0.00
318,多頭出場,2026-03-06 09:40,Close entry(s) order Long 0050,76.55,1,76.45,0.1,0.13,0.25,0.33,-0.05,-0.07,4,0.00
318,多頭進場,2026-03-06 09:30,Long 0050,76.45,1,76.45,0.1,0.13,0.25,0.33,-0.05,-0.07,4,0.00
319,多頭出場,2026-03-06 10:05,Close entry(s) order Long 0050,76.75,1,76.8,-0.05,-0.07,0.15,0.20,-0.2,-0.26,3.95,0.00
319,多頭進場,2026-03-06 09:55,Long 0050,76.8,1,76.8,-0.05,-0.07,0.15,0.20,-0.2,-0.26,3.95,0.00
320,多頭出場,2026-03-09 09:20,Close entry(s) order Long 0050,73.3,1,72.8,0.5,0.69,0.55,0.76,-0.1,-0.14,4.45,0.00
320,多頭進場,2026-03-09 09:10,Long 0050,72.8,1,72.8,0.5,0.69,0.55,0.76,-0.1,-0.14,4.45,0.00
321,多頭出場,2026-03-09 09:35,Close entry(s) order Long 0050,72.85,1,73.05,-0.2,-0.27,0,0.00,-0.45,-0.62,4.25,0.00
321,多頭進場,2026-03-09 09:25,Long 0050,73.05,1,73.05,-0.2,-0.27,0,0.00,-0.45,-0.62,4.25,0.00
322,多頭出場,2026-03-09 13:00,Close entry(s) order Long 0050,73.1,1,73,0.1,0.14,0.1,0.14,-0.1,-0.14,4.35,0.00
322,多頭進場,2026-03-09 12:50,Long 0050,73,1,73,0.1,0.14,0.1,0.14,-0.1,-0.14,4.35,0.00
323,多頭出場,2026-03-11 09:25,Close entry(s) order Long 0050,76.9,1,76.85,0.05,0.07,0.05,0.07,-0.15,-0.20,4.4,0.00
323,多頭進場,2026-03-11 09:20,Long 0050,76.85,1,76.85,0.05,0.07,0.05,0.07,-0.15,-0.20,4.4,0.00
324,多頭出場,2026-03-12 09:25,Close entry(s) order Long 0050,77.25,1,76.95,0.3,0.39,0.35,0.45,0,0.00,4.7,0.00
324,多頭進場,2026-03-12 09:15,Long 0050,76.95,1,76.95,0.3,0.39,0.35,0.45,0,0.00,4.7,0.00
325,多頭出場,2026-03-12 10:10,Close entry(s) order Long 0050,77,1,76.95,0.05,0.06,0.1,0.13,-0.05,-0.06,4.75,0.00
325,多頭進場,2026-03-12 10:05,Long 0050,76.95,1,76.95,0.05,0.06,0.1,0.13,-0.05,-0.06,4.75,0.00
326,多頭出場,2026-03-12 10:50,Close entry(s) order Long 0050,76.45,1,76.45,0,0.00,0.2,0.26,-0.05,-0.07,4.75,0.00
326,多頭進場,2026-03-12 10:40,Long 0050,76.45,1,76.45,0,0.00,0.2,0.26,-0.05,-0.07,4.75,0.00
327,多頭出場,2026-03-12 12:45,Close entry(s) order Long 0050,76.55,1,76.6,-0.05,-0.07,0.1,0.13,-0.1,-0.13,4.7,0.00
327,多頭進場,2026-03-12 12:35,Long 0050,76.6,1,76.6,-0.05,-0.07,0.1,0.13,-0.1,-0.13,4.7,0.00
328,多頭出場,2026-03-18 11:45,Close entry(s) order Long 0050,77.95,1,77.85,0.1,0.13,0.1,0.13,-0.05,-0.06,4.8,0.00
328,多頭進場,2026-03-18 11:35,Long 0050,77.85,1,77.85,0.1,0.13,0.1,0.13,-0.05,-0.06,4.8,0.00
329,多頭出場,2026-03-25 09:20,Close entry(s) order Long 0050,76.3,1,76.25,0.05,0.07,0.15,0.20,-0.05,-0.07,4.85,0.00
329,多頭進場,2026-03-25 09:10,Long 0050,76.25,1,76.25,0.05,0.07,0.15,0.20,-0.05,-0.07,4.85,0.00
330,多頭出場,2026-03-25 10:10,Close entry(s) order Long 0050,76.25,1,76.6,-0.35,-0.46,0.05,0.07,-0.4,-0.52,4.5,0.00
330,多頭進場,2026-03-25 10:00,Long 0050,76.6,1,76.6,-0.35,-0.46,0.05,0.07,-0.4,-0.52,4.5,0.00
331,多頭出場,2026-03-25 12:05,Close entry(s) order Long 0050,76.3,1,76.25,0.05,0.07,0.05,0.07,-0.05,-0.07,4.55,0.00
331,多頭進場,2026-03-25 11:55,Long 0050,76.25,1,76.25,0.05,0.07,0.05,0.07,-0.05,-0.07,4.55,0.00
332,多頭出場,2026-03-25 12:20,Close entry(s) order Long 0050,76.5,1,76.4,0.1,0.13,0.1,0.13,-0.05,-0.07,4.65,0.00
332,多頭進場,2026-03-25 12:10,Long 0050,76.4,1,76.4,0.1,0.13,0.1,0.13,-0.05,-0.07,4.65,0.00
333,多頭出場,2026-03-26 09:35,Close entry(s) order Long 0050,76.8,1,76.55,0.25,0.33,0.3,0.39,-0.05,-0.07,4.9,0.00
333,多頭進場,2026-03-26 09:25,Long 0050,76.55,1,76.55,0.25,0.33,0.3,0.39,-0.05,-0.07,4.9,0.00
334,多頭出場,2026-03-26 13:10,Close entry(s) order Long 0050,75.8,1,75.95,-0.15,-0.20,0.1,0.13,-0.15,-0.20,4.75,0.00
334,多頭進場,2026-03-26 13:00,Long 0050,75.95,1,75.95,-0.15,-0.20,0.1,0.13,-0.15,-0.20,4.75,0.00
335,多頭出場,2026-03-30 09:40,Close entry(s) order Long 0050,73.55,1,73.55,0,0.00,0.05,0.07,-0.1,-0.14,4.75,0.00
335,多頭進場,2026-03-30 09:30,Long 0050,73.55,1,73.55,0,0.00,0.05,0.07,-0.1,-0.14,4.75,0.00
336,多頭出場,2026-03-30 12:50,Close entry(s) order Long 0050,73.85,1,73.85,0,0.00,0.05,0.07,-0.1,-0.14,4.75,0.00
336,多頭進場,2026-03-30 12:40,Long 0050,73.85,1,73.85,0,0.00,0.05,0.07,-0.1,-0.14,4.75,0.00
337,多頭出場,2026-04-10 11:45,Close entry(s) order Long 0050,80.6,1,80.6,0,0.00,0.05,0.06,-0.05,-0.06,4.75,0.00
337,多頭進場,2026-04-10 11:35,Long 0050,80.6,1,80.6,0,0.00,0.05,0.06,-0.05,-0.06,4.75,0.00
338,多頭出場,2026-04-10 12:30,Close entry(s) order Long 0050,80.75,1,80.6,0.15,0.19,0.2,0.25,0,0.00,4.9,0.00
338,多頭進場,2026-04-10 12:20,Long 0050,80.6,1,80.6,0.15,0.19,0.2,0.25,0,0.00,4.9,0.00
339,多頭出場,2026-04-15 09:20,Close entry(s) order Long 0050,84.5,1,84.3,0.2,0.24,0.25,0.30,0,0.00,5.1,0.00
339,多頭進場,2026-04-15 09:15,Long 0050,84.3,1,84.3,0.2,0.24,0.25,0.30,0,0.00,5.1,0.00
340,多頭出場,2026-04-15 12:45,Close entry(s) order Long 0050,84.25,1,84.2,0.05,0.06,0.2,0.24,-0.05,-0.06,5.15,0.00
340,多頭進場,2026-04-15 12:35,Long 0050,84.2,1,84.2,0.05,0.06,0.2,0.24,-0.05,-0.06,5.15,0.00
341,多頭出場,2026-04-16 09:15,Close entry(s) order Long 0050,84.55,1,84.3,0.25,0.30,0.25,0.30,-0.05,-0.06,5.4,0.00
341,多頭進場,2026-04-16 09:10,Long 0050,84.3,1,84.3,0.25,0.30,0.25,0.30,-0.05,-0.06,5.4,0.00
342,多頭出場,2026-04-21 10:50,Close entry(s) order Long 0050,86,1,86,0,0.00,0,0.00,-0.05,-0.06,5.4,0.00
342,多頭進場,2026-04-21 10:45,Long 0050,86,1,86,0,0.00,0,0.00,-0.05,-0.06,5.4,0.00
343,多頭出場,2026-04-21 13:10,Close entry(s) order Long 0050,86,1,85.9,0.1,0.12,0.15,0.17,0,0.00,5.5,0.00
343,多頭進場,2026-04-21 13:00,Long 0050,85.9,1,85.9,0.1,0.12,0.15,0.17,0,0.00,5.5,0.00
344,多頭出場,2026-04-24 09:20,Close entry(s) order Long 0050,87.95,1,87.95,0,0.00,0.15,0.17,-0.05,-0.06,5.5,0.00
344,多頭進場,2026-04-24 09:15,Long 0050,87.95,1,87.95,0,0.00,0.15,0.17,-0.05,-0.06,5.5,0.00
345,多頭出場,2026-04-24 10:00,Close entry(s) order Long 0050,89.5,1,89.05,0.45,0.51,0.45,0.51,-0.05,-0.06,5.95,0.00
345,多頭進場,2026-04-24 09:50,Long 0050,89.05,1,89.05,0.45,0.51,0.45,0.51,-0.05,-0.06,5.95,0.00
346,多頭出場,2026-04-28 09:15,Close entry(s) order Long 0050,92.65,1,92.4,0.25,0.27,0.3,0.32,-0.05,-0.05,6.2,0.00
346,多頭進場,2026-04-28 09:10,Long 0050,92.4,1,92.4,0.25,0.27,0.3,0.32,-0.05,-0.05,6.2,0.00
347,多頭出場,2026-04-28 09:30,Close entry(s) order Long 0050,93.45,1,93,0.45,0.48,0.45,0.48,-0.1,-0.11,6.65,0.00
347,多頭進場,2026-04-28 09:20,Long 0050,93,1,93,0.45,0.48,0.45,0.48,-0.1,-0.11,6.65,0.00
348,多頭出場,2026-04-29 13:10,Close entry(s) order Long 0050,91,1,91.15,-0.15,-0.16,0.05,0.05,-0.15,-0.16,6.5,0.00
348,多頭進場,2026-04-29 13:00,Long 0050,91.15,1,91.15,-0.15,-0.16,0.05,0.05,-0.15,-0.16,6.5,0.00
349,多頭出場,2026-05-04 09:15,Close entry(s) order Long 0050,93.15,1,92.65,0.5,0.54,0.55,0.59,0,0.00,7,0.00
349,多頭進場,2026-05-04 09:10,Long 0050,92.65,1,92.65,0.5,0.54,0.55,0.59,0,0.00,7,0.00
350,多頭出場,2026-05-04 09:30,Close entry(s) order Long 0050,92.7,1,93.25,-0.55,-0.59,0.05,0.05,-0.55,-0.59,6.45,0.00
350,多頭進場,2026-05-04 09:20,Long 0050,93.25,1,93.25,-0.55,-0.59,0.05,0.05,-0.55,-0.59,6.45,0.00
351,多頭出場,2026-05-04 09:55,Close entry(s) order Long 0050,93.45,1,93.45,0,0.00,0.15,0.16,-0.1,-0.11,6.45,0.00
351,多頭進場,2026-05-04 09:45,Long 0050,93.45,1,93.45,0,0.00,0.15,0.16,-0.1,-0.11,6.45,0.00
352,多頭出場,2026-05-04 12:45,Close entry(s) order Long 0050,94.6,1,94.55,0.05,0.05,0.05,0.05,0,0.00,6.5,0.00
352,多頭進場,2026-05-04 12:35,Long 0050,94.55,1,94.55,0.05,0.05,0.05,0.05,0,0.00,6.5,0.00
353,多頭出場,2026-05-08 13:00,Close entry(s) order Long 0050,96.8,1,96.65,0.15,0.16,0.15,0.16,-0.05,-0.05,6.65,0.00
353,多頭進場,2026-05-08 12:50,Long 0050,96.65,1,96.65,0.15,0.16,0.15,0.16,-0.05,-0.05,6.65,0.00
354,多頭出場,2026-05-12 09:45,Close entry(s) order Long 0050,96.1,1,96.05,0.05,0.05,0.1,0.10,-0.55,-0.57,6.7,0.00
354,多頭進場,2026-05-12 09:35,Long 0050,96.05,1,96.05,0.05,0.05,0.1,0.10,-0.55,-0.57,6.7,0.00
355,多頭出場,2026-05-12 12:15,Close entry(s) order Long 0050,96.95,1,97.05,-0.1,-0.10,0.05,0.05,-0.15,-0.15,6.6,0.00
355,多頭進場,2026-05-12 12:05,Long 0050,97.05,1,97.05,-0.1,-0.10,0.05,0.05,-0.15,-0.15,6.6,0.00
356,多頭出場,2026-05-12 12:45,Close entry(s) order Long 0050,97.35,1,97.2,0.15,0.15,0.15,0.15,-0.05,-0.05,6.75,0.00
356,多頭進場,2026-05-12 12:35,Long 0050,97.2,1,97.2,0.15,0.15,0.15,0.15,-0.05,-0.05,6.75,0.00
357,多頭出場,2026-05-20 10:45,Close entry(s) order Long 0050,92.85,1,93,-0.15,-0.16,0.1,0.11,-0.2,-0.22,6.6,0.00
357,多頭進場,2026-05-20 10:35,Long 0050,93,1,93,-0.15,-0.16,0.1,0.11,-0.2,-0.22,6.6,0.00
358,多頭出場,2026-05-20 11:30,Close entry(s) order Long 0050,92.65,1,92.65,0,0.00,0.05,0.05,-0.1,-0.11,6.6,0.00
358,多頭進場,2026-05-20 11:20,Long 0050,92.65,1,92.65,0,0.00,0.05,0.05,-0.1,-0.11,6.6,0.00
359,多頭出場,2026-05-20 11:55,Close entry(s) order Long 0050,92.7,1,92.55,0.15,0.16,0.15,0.16,-0.05,-0.05,6.75,0.00
359,多頭進場,2026-05-20 11:45,Long 0050,92.55,1,92.55,0.15,0.16,0.15,0.16,-0.05,-0.05,6.75,0.00
360,多頭出場,2026-05-20 12:45,Close entry(s) order Long 0050,92.6,1,92.65,-0.05,-0.05,0.2,0.22,-0.05,-0.05,6.7,0.00
360,多頭進場,2026-05-20 12:35,Long 0050,92.65,1,92.65,-0.05,-0.05,0.2,0.22,-0.05,-0.05,6.7,0.00
361,多頭出場,2026-05-28 11:50,Close entry(s) order Long 0050,101.6,1,100.95,0.65,0.64,0.7,0.69,-0.1,-0.10,7.35,0.00
361,多頭進場,2026-05-28 11:45,Long 0050,100.95,1,100.95,0.65,0.64,0.7,0.69,-0.1,-0.10,7.35,0.00
